"CORP","Quarterly Data","Current Ratio","Long-term Debt / Capital","Debt/Equity Ratio","Gross Margin","Operating Margin","EBIT Margin","EBITDA Margin","Pre-Tax Profit Margin","Net Profit Margin","Asset Turnover","Inventory Turnover Ratio","Receiveable Turnover","Days Sales In Receivables","ROE - Return On Equity","Return On Tangible Equity","ROA - Return On Assets","ROI - Return On Investment","Book Value Per Share","Operating Cash Flow Per Share","Free Cash Flow Per Share","Basic EPS","SH LOG10","Bin"
"TXN","3/31/2005","4.1363","0.0046","0.0313","46.04","16.1362","16.1362","0","17.8386","15.211","0.1796","1.1711","1.5932","56.4915","3.1166","3.3408","2.4659","3.1023","7.1617","0.287","0.1573","0.24","0","1"
"TXN","6/30/2005","4.028","0.0048","0.0315","47.9973","20.2625","20.2625","0","22.0801","21.1377","0.2051","1.2854","1.562","57.617","5.0947","5.4738","4.0315","5.0703","7.0626","0.4691","0.316","0.38","0.041872577165172","1"
"TXN","9/30/2005","4.0655","0.0046","0.0302","50.614","22.7913","22.7913","0","24.1989","18.8979","0.2228","1.424","1.7436","51.6173","5.0198","5.3747","3.9776","4.9966","7.3378","0.8843","0.6187","0.39","0.081957311190736","1"
"TXN","12/31/2005","3.9596","0.0268","0.0528","49.8345","22.8709","22.8709","0","24.3455","19.681","0.2206","1.4068","2.0164","44.6344","5.2107","5.5536","4.1293","5.0709","7.4766","0.5188","0.3215","0.41","-0.024100763896734","1"
"TXN","3/31/2006","3.8554","0.0275","0.0283","50.15","21.5357","21.5357","0","23.0054","17.5465","0.2375","1.3339","1.8543","48.5363","4.8229","5.255","3.8609","4.6902","7.2129","0.3226","0.0729","0.37","0.0053833420728143","1"
"TXN","6/30/2006","3.5185","0","0.0034","51.5824","25.7777","25.7777","0","28.1039","64.5659","0.2321","1.3408","1.9165","46.9597","5.7789","6.2211","4.6396","5.7789","8.3441","0.4271","2.0664","1.54","-0.030183014330516","1"
"TXN","9/30/2006","3.5492","0","0.0036","51.3693","24.7275","24.7275","0","26.1633","18.6653","0.2544","1.2267","1.8004","49.9894","5.7038","6.178","4.6398","5.7038","8.105","0.301","0.1658","0.47","0.040492361968385","1"
"TXN","12/31/2006","3.7796","0","0.0038","50.4765","22.1196","22.1196","0","24.112","19.2608","0.2486","1.1935","1.9521","46.1045","5.9067","6.4211","4.8169","5.9067","7.8343","0.5237","0.377","0.46","-0.062399176959562","1"
"TXN","3/31/2007","4.3348","0","0.0038","51.3005","21.3099","21.3099","0","22.5321","16.1705","0.2321","1.1029","1.8172","49.5268","4.5733","4.9807","3.7527","4.5733","7.8698","0.3769","0.2551","0.36","0.019174022914282","1"
"TXN","6/30/2007","4.2046","0","0","52.1028","23.6273","23.6273","0","25.2629","17.8154","0.2442","1.1517","1.805","49.8627","5.3419","5.8007","4.3795","5.3419","8.0429","0.6115","0.493","0.42","0.096967734267198","1"
"TXN","9/30/2007","3.965","0","0","54.1633","27.6549","27.6549","0","29.1018","21.1848","0.2669","1.1579","1.8107","49.7052","6.8061","7.4074","5.5232","6.8061","7.9652","1.0717","1.0054","0.55","-0.012171820374433","1"
"TXN","12/31/2007","3.4163","0","0","55.2151","27.973","27.973","0","29.2944","21.2258","0.2808","1.1234","2.0419","44.0765","7.5489","8.3463","5.9446","7.5489","7.4262","0.9918","0.8656","0.54","-0.039615916669386","1"
"TXN","3/31/2008","3.2332","0","0","53.6675","24.6638","24.6638","0","25.6724","20.2323","0.2652","0.9607","1.9605","45.9077","6.716","7.4265","5.3655","6.716","7.452","0.4825","0.3197","0.5","-0.072420684327702","1"
"TXN","6/30/2008","3.4148","0","0","52.1934","24.8583","24.8583","0","25.3656","17.547","0.2706","0.9703","1.8504","48.6392","5.8894","6.5073","4.7488","5.8894","7.6163","0.3919","0.1893","0.44","-0.001693158019445","1"
"TXN","9/30/2008","3.5742","0","0","48.509","22.0254","22.0254","0","22.3206","16.6224","0.2717","1.1073","1.9092","47.1391","5.5776","6.1496","4.5163","5.5776","7.786","0.8108","0.6545","0.43","-0.11719419055447","1"
"TXN","12/31/2008","3.7794","0","0","44.0385","2.0474","2.0474","0","1.4051","4.2955","0.2089","1.0138","2.7284","32.9868","1.1473","1.2746","0.8974","1.1473","7.2979","0.8356","0.7797","0.09","-0.14154674299344","1"
"TXN","3/31/2009","4.2984","0","0","38.6385","0.4794","0.4794","0","0.7191","0.815","0.1811","1.1658","1.8542","48.5379","0.1846","0.2079","0.1476","0.1846","7.2323","0.1966","0.1629","0.01","0.026855356340624","1"
"TXN","6/30/2009","3.9101","0","0","45.7469","13.9601","13.9601","0","14.4892","10.582","0.2135","1.254","1.9751","45.5678","2.8221","3.1953","2.2589","2.8221","7.3037","0.4386","0.4008","0.2","0.11063250978653","1"
"TXN","9/30/2009","3.6931","0","0","51.4236","26.4931","26.4931","0","26.5625","18.6806","0.242","1.2536","2.007","44.8438","5.7004","6.4246","4.5199","5.7004","7.5331","0.6598","0.4813","0.42","0.046185496005837","1"
"TXN","12/31/2009","3.8526","0","0","52.8629","29.1278","29.1278","0","29.3276","21.3382","0.2479","1.178","2.3524","38.259","6.7373","7.553","5.4047","6.7373","7.8396","0.7877","0.4444","0.53","0.041409315656228","1"
"TXN","3/31/2010","3.6783","0","0","52.6989","29.6412","29.6412","0","29.8596","20.5304","0.2591","1.1881","2.1003","42.8518","6.7109","7.5046","5.3193","6.7109","8.0222","0.5698","0.3941","0.53","-0.027340443107639","1"
"TXN","6/30/2010","3.9857","0","0","54.1762","31.6648","31.6648","0","31.7792","21.6819","0.2874","1.1875","2.0385","44.1505","7.8831","8.8067","6.3219","7.8831","8.1618","0.472","0.2365","0.63","-0.021650956970639","1"
"TXN","9/30/2010","3.519","0","0","54.5187","32.8075","32.8075","0","33.0214","22.6203","0.2957","1.1945","2.1323","42.2086","8.6228","9.5978","6.7911","8.6228","8.4844","1.1238","0.7841","0.71","0.066626832688599","1"
"TXN","12/31/2010","3.5639","0","0","53.0497","34.8936","34.8936","0","35.4043","26.156","0.263","1.0888","2.3221","38.7575","9.0256","9.982","7.0293","9.0256","8.94","0.9836","0.8681","0.79","0.078273533657164","1"
"TXN","3/31/2011","3.9286","0","0","50.9434","26.7689","26.7689","0","27.0637","19.3396","0.2548","0.9917","2.1633","41.6038","6.2985","6.9513","5.0038","6.2985","9.1063","0.4322","0.2697","0.56","0.026690385394372","1"
"TXN","6/30/2011","6.1951","0.2429","0.3208","50.694","26.1712","26.1712","0","26.2869","19.1151","0.2022","0.9677","2.0682","43.5165","6.1634","6.7769","3.9303","4.6663","9.4372","0.5381","0.304","0.57","-0.022302837186735","1"
"TXN","9/30/2011","2.1036","0.2766","0.5261","50.3174","23.4853","23.4853","0","22.5043","17.0514","0.1658","0.8763","1.9428","46.3243","5.4508","16.9248","2.8746","3.9433","9.6495","1.0046","0.842","0.52","-0.09057369582392","1"
"TXN","12/31/2011","2.2372","0.2777","0.5106","45.2472","10.6756","10.6756","0","10.1784","8.5698","0.1668","1.047","2.2129","40.6698","2.7118","8.25","1.449","1.9587","9.6112","0.8056","0.6817","0.26","0.038345006995302","1"
"TXN","3/31/2012","2.6095","0.2754","0.4774","49.0548","12.7203","12.7203","0","11.5989","8.3627","0.156","0.8581","2.1116","42.621","2.3936","6.9664","1.3244","1.7345","9.6745","0.3854","0.297","0.23","0.06242630503317","1"
"TXN","6/30/2012","1.9244","0.195","0.4215","49.5053","17.931","17.931","0","17.2714","13.1334","0.1708","0.8934","2.0473","43.961","3.9971","11.2145","2.2847","3.2177","9.807","0.5886","0.4612","0.38","-0.068737962007578","1"
"TXN","9/30/2012","2.5063","0.2687","0.499","51.3274","24.7788","24.7788","0","24.8673","22.6844","0.1653","0.8929","2.0887","43.0885","6.8754","18.1987","3.8218","5.0279","10.174","1.0672","0.9333","0.68","-0.017451365906042","1"
"TXN","12/31/2012","2.3994","0.2764","0.5187","48.5398","4.6324","4.6324","0","5.1695","8.7278","0.1488","0.8725","2.422","37.1601","2.4085","6.533","1.3186","1.7429","9.891","0.9379","0.8556","0.24","0.04953869676462","1"
"TXN","3/31/2013","2.6383","0.2764","0.5189","47.6257","13.6915","13.6915","0","12.9636","12.305","0.1464","0.8888","2.1643","41.5841","3.3053","8.7928","1.8375","2.3918","9.8742","0.3206","0.2618","0.32","0.060165716917626","1"
"TXN","6/30/2013","2.8687","0.2734","0.4667","51.5261","29.7342","29.7342","0","28.9465","21.2996","0.1571","0.8587","2.0436","44.04","5.9631","15.2849","3.4024","4.3327","10.0511","0.606","0.518","0.59","-0.0077808536493044","1"
"TXN","9/30/2013","2.975","0.2735","0.467","54.8397","26.0173","26.0173","0","25.1541","19.0506","0.1686","0.8488","2.1286","42.2811","5.6918","14.3476","3.2686","4.1349","10.0963","1.0401","0.9313","0.56","0.062994520657206","1"
"TXN","12/31/2013","2.9192","0.2778","0.4773","54.1763","22.6808","22.6808","0","22.5157","16.6061","0.1599","0.8018","2.5179","35.7445","4.7284","12.1033","2.6983","3.4146","9.9806","1.0737","0.978","0.47","0.037366158936797","1"
"TXN","3/31/2014","3.3832","0.3046","0.5322","53.8719","23.1311","23.1311","0","22.4941","16.0912","0.1575","0.8028","2.2015","40.8817","4.5857","11.8319","2.572","3.1888","9.8392","0.4215","0.385","0.44","0.031010359318664","1"
"TXN","6/30/2014","4.1353","0.2957","0.4441","57.1385","29.8299","29.8299","0","29.192","20.4435","0.1848","0.8091","2.1559","41.7467","6.5259","16.8976","3.8349","4.5962","9.8037","0.7175","0.6463","0.63","0.0057632431853021","1"
"TXN","9/30/2014","2.9345","0.2581","0.4436","58.3833","33.5618","33.5618","0","32.9906","23.2219","0.1956","0.8321","2.3703","37.9692","7.8885","20.0145","4.6145","5.8523","9.9129","1.3005","1.2089","0.77","-0.00090972628110184","1"
"TXN","12/31/2014","2.7919","0.2589","0.4457","57.9688","33.6494","33.6494","0","33.2518","24.8088","0.1882","0.7702","2.6236","34.3041","7.9403","19.9952","4.749","5.8845","9.9271","1.3142","1.2885","0.77","0.049682878895297","1"
"TXN","3/31/2015","3.3648","0.2597","0.4473","57.6508","30.4127","30.4127","0","29.8413","20.8254","0.1816","0.7234","2.2597","39.8286","6.3266","15.675","3.7819","4.6834","9.9281","0.574","0.459","0.62","0.029209896730235","1"
"TXN","6/30/2015","2.5243","0.235","0.4786","58.1993","31.25","31.25","0","30.6003","21.5347","0.1843","0.7167","2.2538","39.9319","6.8202","16.9715","3.9699","5.2178","9.8685","0.7857","0.6742","0.66","-0.045428555934736","1"
"TXN","9/30/2015","2.9156","0.239","0.4144","58.2386","33.9458","33.9458","0","33.4792","23.2721","0.2073","0.8086","2.3153","38.8714","8.004","20.223","4.8247","6.0907","9.7781","1.3823","1.2446","0.77","-0.017110897005986","1"
"TXN","12/31/2015","2.7687","0.2388","0.4142","58.984","37.3158","37.3158","0","35.7165","26.2151","0.1965","0.7735","2.7373","32.8787","8.4054","20.8948","5.151","6.3983","9.8352","1.4737","1.4151","0.81","0.044079173983774","1"
"TXN","3/31/2016","2.7517","0.2268","0.421","60.8045","32.7128","32.7128","0","31.5825","23.637","0.1918","0.6532","2.3704","37.9688","7.2685","18.1517","4.5327","5.6201","9.7181","0.6389","0.5176","0.7","0.02020336303771","1"
"TXN","6/30/2016","3.3596","0.23","0.3626","61.3199","34.5555","34.5555","0","33.6694","25.0229","0.2086","0.6748","2.428","37.0669","8.2212","19.6121","5.2189","6.3307","9.9288","1.0886","0.9334","0.81","0.037857916160772","1"
"TXN","9/30/2016","3.3092","0.2245","0.3511","62.1497","38.3129","38.3129","0","37.5782","27.7007","0.2266","0.7694","2.5397","35.4367","9.8969","22.2271","6.2778","7.6755","10.2745","1.4269","1.2919","1","0.049292274685069","1"
"TXN","12/31/2016","3.2937","0.2214","0.3446","62.5952","39.0158","39.0158","0","43.8489","30.6678","0.2078","0.7134","2.6946","33.4007","9.9971","21.601","6.3721","7.7838","10.5152","1.3647","1.2561","1.03","0.016930988324965","1"
"TXN","3/31/2017","4.3945","0.2188","0.3156","63.0218","36.8019","36.8019","0","36.8901","29.3063","0.2129","0.6826","2.5445","35.3704","9.3712","19.5759","6.2398","7.3207","10.6632","0.7802","0.6948","0.99","0.04297509455932","1"
"TXN","6/30/2017","4.0016","0.2236","0.3346","64.2838","40.0758","40.0758","0","40.2383","28.5946","0.2247","0.6775","2.514","35.8002","9.8618","20.1488","6.4241","7.6566","10.7974","0.9065","0.7574","1.05","-0.020023714325925","1"
"TXN","9/30/2017","3.8886","0.2192","0.3261","64.5287","43.4402","43.4402","0","43.4645","31.2196","0.2431","0.7652","2.6117","34.4606","11.6946","22.9423","7.5905","9.1316","11.14","1.72","1.5339","1.29","0.066406110580402","1"
"TXN","12/31/2017","3.868","0.2571","0.3944","65.0667","41.68","41.68","0","41.3333","8.2667","0.2126","0.6694","2.9343","30.672","3.3279","6.8403","1.9499","2.4723","10.5141","1.8927","1.6661","0.35","0.066365028449388","1"
"TXN","3/31/2018","4.6183","0.2516","0.3832","64.5817","40.8551","40.8551","0","40.9871","36.0517","0.2164","0.6604","2.6059","34.5368","12.8359","25.2309","7.8026","9.6062","10.8402","1.1065","0.9184","1.38","-0.0022931293787447","1"
"TXN","6/30/2018","6.543","0.3227","0.4764","65.1979","42.6189","42.6189","0","42.4695","34.9764","0.2168","0.6689","2.5899","34.7498","13.2123","25.6153","7.5835","8.949","10.9138","1.8403","1.5891","1.43","0.025804856051083","1"
"TXN","9/30/2018","3.9748","0.2911","0.4818","65.8062","45.4588","45.4588","0","45.1537","36.8458","0.2294","0.6886","2.6883","33.4781","14.9296","28.8232","8.4531","10.5838","10.899","2.1533","1.7756","1.61","-0.011819348800864","1"
"TXN","12/31/2018","3.2728","0.3244","0.5635","64.7565","40.7856","40.7856","0","40.4358","33.3333","0.2169","0.5909","3.0795","29.2252","13.7759","30.9441","7.23","9.3067","9.5159","2.1615","1.8452","1.29","-0.055127440829749","1"
"TXN","3/31/2019","3.6827","0.3725","0.6817","62.9104","38.3695","38.3695","0","38.3139","33.6394","0.206","0.6255","2.4958","36.0601","14.2857","33.7306","6.977","8.9643","9.0744","1.158","0.8975","1.29","0.050160760342411","1"
"TXN","6/30/2019","3.0068","0.3494","0.6843","64.3402","41.0578","41.0578","0","41.2759","35.578","0.211","0.6291","2.5849","34.8173","15.3783","35.7045","7.5069","10.0046","9.0802","1.8882","1.6188","1.38","0.03419797829103","1"
"TXN","9/30/2019","4.3413","0.3711","0.6456","64.8634","42.1374","42.1374","0","41.8987","37.7884","0.2096","0.6495","2.81","32.0286","15.8598","33.6641","7.9202","9.9741","9.6078","2.1064","1.9479","1.51","0.051606419004762","1"
"TXN","12/31/2019","4.1267","0.3732","0.6515","62.597","37.2836","37.2836","0","37.5224","32.1791","0.1859","0.6262","3.1192","28.8537","12.013","25.4459","5.9385","7.5299","9.5565","1.8316","1.6619","1.15","-0.0032041847092163","1"
"TXN","3/31/2020","3.4901","0.4156","0.8469","62.7215","37.3686","37.3686","0","36.7678","35.0856","0.1926","0.6196","2.5296","35.5783","15.1797","38.0922","6.7928","8.8718","8.393","0.9024","0.7317","1.25","-0.10849689402741","1"
"TXN","6/30/2020","3.9242","0.4496","0.8891","64.2791","37.9129","37.9129","0","39.4875","42.6057","0.1857","0.5417","2.7543","32.6768","18.0534","45.3649","7.9106","9.9359","8.3487","1.8711","1.7289","1.5","0.10400523559912","1"
"TXN","9/30/2020","4.2375","0.4287","0.8165","64.2651","42.1535","42.1535","0","41.5772","35.4467","0.2096","0.6583","2.7421","32.8216","16.2523","35.8506","7.4312","9.2849","9.0722","1.5473","1.393","1.47","0.050996649295987","1"
"TXN","12/31/2020","4.2841","0.4048","0.74","64.9166","44.4799","44.4799","0","47.2767","41.5604","0.2106","0.7315","2.8826","31.2218","18.3738","36.1224","8.7231","10.9362","9.9929","2.2591","2.0349","1.83","0.060490210421378","1"
"AMAT","3/31/2005","4.59","0.0428","0.0498","44.3803","21.4655","21.4655","0","23.0036","16.2175","0.1472","0.8224","1.0228","87.9932","3.1051","3.2521","2.3868","2.972","5.576","0.1405","0.1213","0.17","0","0"
"AMAT","6/30/2005","4.6275","0.0432","0.0502","43.9735","22.1105","22.1105","0","23.7564","16.3782","0.1562","0.9606","1.1666","77.1476","3.3199","3.4767","2.5581","3.1766","5.5853","0.2804","0.2531","0.18","-0.0018748480386397","0"
"AMAT","9/30/2005","4.9281","0.0437","0.0508","43.9409","18.5483","18.5483","0","20.7917","22.6474","0.1405","0.852","1.07","84.1098","4.0741","4.2751","3.181","3.8962","5.5912","0.2182","0.1814","0.23","0.020447305037455","0"
"AMAT","12/31/2005","3.8717","0.0436","0.0465","44.242","20.4607","20.4608","0","22.7291","14.3595","0.1525","0.9264","1.0635","84.6247","2.7632","2.8996","2.1893","2.6426","5.5571","0.1372","0.1001","0.16","0.024396640602529","0"
"AMAT","3/31/2006","5.0793","0.0449","0.0473","45.096","7.7487","7.7487","0","9.9013","7.6863","0.1657","0.9968","1.0587","85.0074","1.6473","1.7328","1.2737","1.5733","5.4631","0.2607","0.2303","0.09","-0.010536316832792","0"
"AMAT","6/30/2006","3.3534","0.0451","0.0475","46.4756","24.9622","24.9622","0","26.7149","18.3662","0.1963","1.1105","1.1533","78.0352","4.7898","5.0369","3.6048","4.5738","5.5114","0.3261","0.3057","0.26","-0.031631718853699","0"
"AMAT","9/30/2006","3.0462","0.0449","0.0473","48.0983","26.7661","26.7661","0","28.4068","20.1318","0.216","0.9837","1.1086","81.1847","5.9086","6.4763","4.349","5.6436","5.6496","0.2493","0.2232","0.33","0.037054308371171","0"
"AMAT","12/31/2006","2.4963","0.0299","0.0612","47.1003","25.2087","25.2087","0","26.211","17.8307","0.2656","0.947","1.2429","72.4133","6.7509","7.6394","4.7362","6.5493","4.7792","0.4272","0.3894","0.3","0.017287658433157","0"
"AMAT","3/31/2007","2.6207","0.0285","0.0585","46.6585","24.131","24.131","0","24.8203","17.7176","0.2322","0.7998","1.11","81.0816","5.7915","6.505","4.1137","5.6262","4.9874","0.2705","0.2287","0.29","-0.0030709247022432","0"
"AMAT","6/30/2007","2.587","0.0282","0.0578","44.9331","23.2856","23.2856","0","24.0467","16.2654","0.2556","0.9472","1.1922","75.4928","5.8463","6.687","4.1576","5.6813","5.0926","0.365","0.3135","0.3","0.035272419634776","0"
"AMAT","9/30/2007","2.6724","0.0269","0.0551","47.497","26.2345","26.2345","0","26.822","18.4896","0.2471","0.9873","1.1431","78.7299","6.4091","7.27","4.5682","6.2366","5.3611","0.4531","0.4012","0.34","0.017772477470719","0"
"AMAT","12/31/2007","2.7744","0.0252","0.0262","45.4958","23.7044","23.7044","0","24.4712","17.8181","0.222","0.9824","1.155","77.9235","5.3924","6.5472","3.9556","5.2564","5.6432","0.4596","0.4193","0.29","-0.066527404994745","0"
"AMAT","3/31/2008","2.6309","0.0264","0.0275","44.7917","17.8635","17.8635","0","18.6511","12.5695","0.2016","0.8306","1.0362","86.857","3.5177","4.3107","2.5344","3.4247","5.5102","0.2816","0.228","0.19","0.040814307951936","0"
"AMAT","6/30/2008","2.4403","0.0255","0.0266","44.9688","20.3605","20.3605","0","21.123","14.0701","0.196","0.7275","1.2431","72.3972","3.9232","4.9773","2.7573","3.823","5.6888","0.6386","0.5919","0.22","-0.0094513410008513","0"
"AMAT","9/30/2008","2.2752","0.0261","0.0269","40.1649","12.3545","12.3545","0","13.1246","8.9152","0.168","0.5967","1.1174","80.5412","2.185","2.7714","1.4981","2.128","5.6205","0.2382","0.1853","0.12","-0.10096700037048","0"
"AMAT","12/31/2008","2.2624","0.026","0.0268","39.0818","15.4851","15.4851","0","15.7896","11.3078","0.1857","0.6266","1.125","80.0013","3.0613","3.8607","2.0997","2.9817","5.6716","0.086","0.0298","0.18","-0.17422948266291","0"
"AMAT","3/31/2009","2.4823","0.0267","0.0276","29.3668","-14.7062","-14.7062","0","-15.1987","-9.9696","0.1279","0.4419","0.912","98.6828","-1.807","-2.2849","-1.2748","-1.7587","5.534","-0.1393","-0.1945","-0.1","0.025799018891344","0"
"AMAT","6/30/2009","2.7732","0.0276","0.0285","15.2458","-28.7511","-28.7511","0","-37.5274","-25.0363","0.1046","0.4548","0.8397","107.1795","-3.5991","-4.5793","-2.6196","-3.4999","5.3231","0.0635","0.0225","-0.19","0.010378854720128","0"
"AMAT","9/30/2009","2.8273","0.0279","0.0289","28.6551","-6.8078","-6.8078","0","-6.5433","-4.8393","0.1183","0.4626","0.8969","100.3487","-0.7823","-0.9949","-0.5727","-0.7604","5.2587","0.1454","0.1007","-0.04","0.084668794460053","0"
"AMAT","12/31/2009","2.9333","0.0275","0.0285","36.6149","11.302","11.302","0","11.3736","9.051","0.1595","0.5946","1.2451","72.2844","1.9478","2.4601","1.4433","1.8942","5.2909","0.1802","0.1343","0.1","0.017806660330186","0"
"AMAT","3/31/2010","2.5678","0.0286","0.0298","38.4532","6.2737","6.2737","0","6.4359","4.4889","0.1848","0.6838","1.3495","66.6905","1.1611","1.5264","0.8297","1.1279","5.3214","0.2756","0.2363","0.06","-0.014895178039005","0"
"AMAT","6/30/2010","2.3966","0.0272","0.0282","40.3746","16.8119","16.8119","0","16.8554","11.4983","0.2197","0.8098","1.5969","56.3576","3.606","4.6822","2.5264","3.5079","5.4514","0.3893","0.3562","0.2","-0.049463128056265","0"
"AMAT","9/30/2010","2.2675","0.0273","0.0283","34.1541","7.2677","7.2677","0","7.0691","4.8848","0.2348","1.0427","1.4627","61.5308","1.69","2.1803","1.1467","1.6438","5.4474","0.2232","0.1962","0.09","-0.01246162489034","0"
"AMAT","12/31/2010","2.3425","0.0264","0.0272","42.1691","24.2204","24.2204","0","24.359","16.2162","0.2637","1.0789","1.5762","57.0998","6.2102","7.9148","4.2767","6.0465","5.6747","0.3891","0.3633","0.35","0.080233481464718","0"
"AMAT","3/31/2011","2.4509","0.0254","0.0262","42.2934","25.0931","25.0931","0","25.3165","18.8384","0.2382","0.9411","1.3803","65.2048","6.4549","8.122","4.4882","6.2912","5.9431","0.3184","0.3004","0.38","0.046004705300183","0"
"AMAT","6/30/2011","2.4436","0.0243","0.0251","41.5444","23.6548","23.6548","0","23.9693","17.086","0.2394","0.9326","1.4126","63.7107","5.9765","7.3979","4.0897","5.8311","6.2079","0.5286","0.4858","0.37","-0.079403732979695","0"
"AMAT","9/30/2011","3.1339","0.1855","0.2277","42.483","24.6502","24.6502","0","24.0043","17.0793","0.1976","0.867","1.5381","58.5145","5.5666","6.8068","3.3752","4.5342","6.4879","0.4522","0.4108","0.36","-0.098917541152372","0"
"AMAT","12/31/2011","3.7062","0.1812","0.2213","39.0009","16.4986","16.4986","0","15.7195","20.8524","0.1574","0.7825","1.4243","63.1897","5.1705","6.2724","3.2826","4.2337","6.7381","0.5271","0.4722","0.35","0.014429715422642","0"
"AMAT","3/31/2012","2.4687","0.1837","0.2253","35.9068","8.1773","8.1773","0","7.2636","5.3449","0.161","0.7918","1.389","64.7967","1.3526","3.5934","0.8605","1.1041","6.7002","0.1382","0.1099","0.09","0.065379880599899","0"
"AMAT","6/30/2012","2.3743","0.1827","0.2237","39.7875","16.096","16.096","0","15.2302","11.3735","0.1831","0.9598","1.4235","63.2231","3.3207","8.7576","2.0826","2.7139","6.7886","0.4644","0.4343","0.22","-0.036363864755848","0"
"AMAT","9/30/2012","2.4356","0.1892","0.2334","39.6927","13.7431","13.7431","0","12.8895","9.3043","0.1759","1.0239","1.5264","58.9629","2.6142","7.291","1.6366","2.1196","6.7413","0.533","0.496","0.17","-0.010752313560298","0"
"AMAT","12/31/2012","2.2525","0.212","0.269","35.6015","-30.3159","-30.3159","0","-32.3208","-31.288","0.136","0.8333","1.3492","66.7072","-7.1182","-21.8036","-4.2555","-5.6094","6.0443","0.3139","0.2824","-0.39","0.010372851341396","0"
"AMAT","3/31/2013","2.4249","0.2142","0.2725","36.9994","2.4793","2.4793","0","1.1443","2.1615","0.1343","0.7754","1.4184","63.452","0.4761","1.4649","0.2903","0.3742","5.9508","0.0132","-0.0272","0.03","0.071263867742296","0"
"AMAT","6/30/2013","2.323","0.22","0.2821","40.9529","-3.4465","-3.4465","0","-4.5616","-6.5383","0.1687","0.8839","1.5475","58.1602","-1.8701","-5.3527","-1.103","-1.4586","5.7388","0.1863","0.1427","-0.11","0.044078930937349","0"
"AMAT","9/30/2013","2.3783","0.2187","0.2798","40.8101","12.6582","12.6582","0","11.5443","8.5063","0.1681","0.8608","1.688","53.3165","2.4159","6.6879","1.4297","1.8876","5.7805","0.2956","0.264","0.14","0.070013117731501","0"
"AMAT","12/31/2013","2.3095","0.2154","0.2745","39.9899","10.6137","10.6137","0","9.7586","9.2052","0.1651","0.8443","1.2174","73.9286","2.5818","6.8004","1.5196","2.0257","5.887","0.016","-0.03","0.15","0.0037003198089029","0"
"AMAT","3/31/2014","2.4279","0.2118","0.2687","40.6849","15.0685","15.0685","0","14.3836","11.5525","0.1795","0.8474","1.4503","62.0548","3.494","8.7543","2.0739","2.7539","5.9794","0.3037","0.2645","0.21","0.062573477073837","0"
"AMAT","6/30/2014","2.4046","0.2066","0.2605","42.5414","16.4471","16.4471","0","15.5121","11.1347","0.1874","0.8645","1.457","61.7722","3.505","8.2833","2.0868","2.7807","6.1422","0.3546","0.3018","0.22","0.043090789203909","0"
"AMAT","9/30/2014","2.4102","0.2022","0.2534","43.7969","17.2627","17.2627","0","16.3355","13.2892","0.1763","0.8229","1.3964","64.4503","3.9172","8.8244","2.3422","3.1253","6.3087","0.4715","0.4191","0.25","-0.018491739974637","0"
"AMAT","12/31/2014","2.4679","0.1984","0.2475","42.3587","18.1979","18.1979","0","17.5795","11.3074","0.1719","0.8328","1.3557","66.3869","3.2537","7.0855","1.9432","2.6083","6.4439","0.3324","0.2811","0.2","0.061893251006969","0"
"AMAT","3/31/2015","2.7501","0.1943","0.2412","40.6528","19.415","19.415","0","18.5248","14.752","0.1804","0.8531","1.493","60.2798","4.3112","9.0085","2.662","3.4734","6.5679","0.0484","0.0089","0.28","-0.04320896192647","0"
"AMAT","6/30/2015","2.7622","0.1891","0.2331","41.6052","17.0352","17.0352","0","15.9296","14.9058","0.1797","0.8325","1.3582","66.2654","4.3588","8.6936","2.679","3.5347","6.7784","0.2401","0.1885","0.3","-0.069585715324103","0"
"AMAT","9/30/2015","2.3321","0.1624","0.1939","40.8835","15.9036","15.9036","0","15.0602","13.2129","0.1893","0.8465","1.2506","71.9639","4.1244","8.5189","2.5013","3.4544","6.642","0.2736","0.2331","0.27","-0.1167315649463","0"
"AMAT","12/31/2015","2.4384","0.3051","0.5966","40.4983","17.8632","17.8632","0","16.7652","14.1892","0.1547","0.7687","1.3617","66.0938","4.4135","9.4675","2.1949","3.0671","6.5629","0.3865","0.3427","0.28","0.10412252215882","0"
"AMAT","3/31/2016","2.9952","0.318","0.4664","40.5849","15.6845","15.6845","0","13.9123","12.6717","0.1694","0.7308","1.3889","64.7984","3.99","9.0736","2.1462","2.721","6.3378","0.1794","0.1205","0.25","0.054781637822388","0"
"AMAT","6/30/2016","2.5768","0.3374","0.5092","40.9796","17.3469","17.3469","0","16.1225","13.0612","0.1874","0.7516","1.2807","70.2735","4.8743","12.3409","2.4474","3.2297","6.0285","0.4354","0.3916","0.29","0.053742060143936","0"
"AMAT","9/30/2016","2.4963","0.329","0.4902","42.2545","21.1273","21.1273","0","19.9929","17.9015","0.2059","0.804","1.5232","59.0854","7.4058","17.4559","3.6864","4.9695","6.308","0.9122","0.8639","0.47","0.099619300560768","0"
"AMAT","12/31/2016","2.2998","0.3022","0.433","42.4325","23.5669","23.5669","0","22.4447","18.5017","0.2263","0.9259","1.4467","62.2111","8.4523","18.3404","4.1867","5.8983","6.6948","0.7723","0.6966","0.55","0.029511648927735","0"
